hotel_id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,hotel_price
68,Broadway Inn,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Near Transport Nagar Flyover, Jaipur, Rajasthan, 302003",India,"26.905829, 75.84333",42
69,Clarks Amer,,,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Jawahar Lal Nehru Marg, Jaipur, Rajasthan, 302018",India,"26.845953, 75.802419",75
70,Villa 243,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","243, Katewa Nagar, Vivek Vihar, Shyam Nagar, Jaipur, 302019",India,"26.888372, 75.766082",44
71,Jagrati Ananta Express,5.0,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","SP-2, B2 Bypass Road, RIICO Industrial Area , Mansarovar, Jaipur, Rajasthan, 302020",India,"26.83047, 75.775831",50
72,Hotel Vimal Heritage,4.0,Very Good,"['Hot Tub', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","148, A/2 Durga Marg, Bani Park, Jaipur, Rajasthan, 302016",India,"26.928524, 75.785577",38
73,Hotel Sarang Palace,3.8,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","A-40, Subhash Nagar, Jaipur, Rajasthan, 302016",India,"26.931789, 75.79339",21
74,Royal View Hotel,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","R-18, B.B. Fatima Colony, Ramgarh Moad, Jaipur, Rajasthan, 302002",India,"26.946138, 75.847533",19
75,Shahpura Residency,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Business services']","Tonk Rd, Sita Bari, Sanganer, Jaipur, Rajasthan, 302017",India,"26.827039, 75.794417",32
76,Anuraag Villa,4.6,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant']","D-249 Devi Marg, Bani Park, Jaipur, Rajasthan, 302016",India,"26.927396, 75.788627",24
77,Hotel Gandharva - A Green Hotel,3.7,Good,"['Free airport shuttle', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Station Road, Near Reserve Police Lines, Jaipur, Rajasthan, 302006",India,"26.924609, 75.804699",45
78,KK Royal Hotel & Convention Centre,3.5,Good,"['Breakfast included', 'Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry']","Amer Road, Amer, Rajasthan, 302028",India,"26.990464, 75.864786",111
79,OYO 22966 Hotel Raj Niwas,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Room service', 'Housekeeping', '24/7 front desk']","101 Near Icfai University Agra Road, Jaipur, Rajasthan, 302031",India,"26.888351, 75.890269",33
80,"Lords Plaza, Jaipur",3.5,Good,"['Free airport shuttle', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Suchna Kendra, Opposite SMS Hospital, Sawai Ram Singh Rd, Near Jaipur, Jaipur, Rajasthan, 302 001",India,"26.908927, 75.815349",27
81,Suryaa Villa - A City Centre Hotel,3.9,Good,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","C-2, Peelwa Garden, Moti Doongri Road, Jaipur, Rajasthan, 302004",India,"26.900956, 75.820207",47
82,hotel S57,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","s57 shyam marg, adinath nagar, Jaipur, rajasthan, 302018",India,"26.8517, 75.80149",29
83,Hotel Marigold Jaipur,3.6,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","IT 20, Sitapura Industrial Area, Near, Jaipur Exhibition & Convention Ctr, Jaipur, 302022",India,"26.788386, 75.830676",51
84,The Zest,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Room service']","97 A Bhawani Singh Ln, Jaipur, RJ, 302001",India,"26.900863, 75.794906",18
85,Capital O 14864 Hotel Satyam Inn,,,"['Breakfast included', 'Free WiFi', 'Parking included', 'Kitchen', 'Housekeeping', '24/7 front desk']","1, Nagaur Nagar, Opp. Metro Pillar 1, Gopalpura By Pass, Jaipur, Rajasthan, 302019",India,"26.879657, 75.744923",49
86,Hotel Sumaditya,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","A-16B, Sikar Road, Ambabari, Vidhyadhar Nagar, Jaipur, Rajasthan, 302039",India,"26.94357, 75.773674",31
87,Jaipur Hotel New,4.3,Excellent,"['Air conditioning', 'Spa', 'Free WiFi', 'Laundry', 'Restaurant', 'Breakfast available']","07- Film Colony, Jaipur, Rajasthan, 302002",India,"26.917376, 75.820827",24
88,Hotel Rajlaxmi Palace,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Near Sanjivani Hospital, Jaipur, Rajasthan, 302019",India,"26.891327, 75.771006",28
89,Jaipur Inn,4.2,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant temporarily unavailableRestaurant']","B 17 Shiv Marg Bani Park, Jaipur, Rajasthan, 302016",India,"26.928355, 75.79804",27
90,Mandawa Haveli,4.3,Excellent,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Sansar Chandra Road, Jaipur, Rajasthan, 302001",India,"26.922036, 75.804693",41
91,Hotel Grand Lotus Inn,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Bar', 'Housekeeping']","Lotus Villa Rd, Jaipur, RJ, 302025",India,"26.805165, 75.870605",27
92,Nirwana Hometel Jaipur - A Sarovar Hotel,3.9,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Gym']","4 - D Villa, Khasa Kothi Circle, Station Road, Jaipur, Rajasthan, 302001",India,"26.920941, 75.795062",39
93,The Gold Palace & Resorts,,,"['Breakfast included', 'Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry']","Jaipur-Delhi National Highway, Kukas, Jaipur, Rajasthan, 303101",India,"26.960245, 75.844983",60
94,Ginger Jaipur,,,"['Air conditioning', 'Free WiFi', 'Laundry', 'Restaurant', 'Gym', 'Breakfast available']","Geejgarh House, Civil Lines, Hawa Sadak, Jaipur, Rajasthan, 302006",India,"26.901436, 75.780566",47
95,Treebo Trend Airport View,,,"['Breakfast included', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Plot No.37 shreenath nagar,, opp. old airport, Janakpuri, Sanganer, Jaipur, Rajasthan, 302029",India,"26.786587, 75.807605",22
96,Treebo Trend Resolute,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Room service']","A1, Tonk Rd, near Glass Factory, Jawahar Nagar Colony, Bajaj Nagar, Jaipur, Rajasthan, 302018",India,"26.868489, 75.797102",19
97,Hotel The Livin,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Gym']","Plot no 17-18 Subhash Nagar, Shastri Nagar, Near Science Park, Jaipur, Rajasthan, 302016",India,"26.939205, 75.79688",58
98,Hotel Istana Inn,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","B-142, Vidyut Nagar B, Queens Road, Jaipur, Rajasthan, 302019",India,"26.900312, 75.754684",23
99,Hotel SK Grand,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Tonk Rd, Jaipur, RJ, 302033",India,"26.791942, 75.817073",97
100,Trimrooms Mount Blue,5.0,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant temporarily unavailableRestaurant', 'Breakfast available']","63-A, Mount Road, Ramgarhmode, Jaipur, RJ, 302002",India,"26.946332, 75.839409",33
101,Palm34,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Kitchen']","34, SHIV PATH, SURAJ NAGAR (WEST), CIVIL LINES, Jaipur, Rajasthan, 302006",India,"26.90295, 75.77682",47
102,Khatu Haveli,4.8,Exceptional,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Uniyaron Ka Rasta, Chandpole Bazar, Jaipur, Rajasthan, 302001",India,"26.929741, 75.811546",57
103,Hotel The Ashapurna,,,"['Air conditioning', 'Parking included', 'Breakfast available', 'Housekeeping', '24/7 front desk']","P No. 12, Shastri Nagar, Subhash Nagar, Jaipur, Rajasthan, 302016",India,"26.935971, 75.798946",43
104,Shakun Hotels & Resorts Jaipur,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Gym']","D-28, Subhash Marg, C-Scheme, Jaipur, Rajasthan, 302021",India,"26.911517, 75.802126",107
105,Umaid Bhawan,,,"['Parking included', 'Laundry', 'Pool', 'Restaurant', 'Housekeeping', 'Babysitting']","D1-2A Behind collectorate, Jaipur, Rajasthan, 302016",India,"26.927819, 75.789031",109
106,Hotel Neelam Paradise,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Room service']","C-52, Vaishali Nagar, Sirsi Road, Jaipur, Jaipur, 302034",India,"26.9197, 75.7391",28
107,Arya Niwas,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Sansar Chandra Road, Behind Amber Tower, Jaipur, Rajasthan, 302001",India,"26.921054, 75.804644",32
108,Jasoda Heritage by Keshav Global Hotels,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Rochees Marg, J.D.A. Market, Behind Kale Ke Hanuman Ji Temple, Jaipur, Rajasthan, 302002",India,"26.930058, 75.828328",24
109,Raya Inn,,,"['Breakfast included', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant temporarily unavailableRestaurant', 'Housekeeping']","No. 32, Power House Road, Opp. Jaipur Junction, Jaipur, Rajasthan, 302006",India,"26.921333, 75.787917",36
110,The Wallstreet A Busines Hotel,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant temporarily unavailableRestaurant', 'Breakfast available']","C-7, New Colony M.I. Road, Near Panch Bhatti Circle, Jaipur, Rajasthan, 302001",India,"26.922536, 75.806858",35
111,Hotel Rajasthan Palace Jaipur,3.9,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","3, Peelwa Garden, Moti Doongari Road, Jaipur, Rajasthan, 302004",India,"26.900965, 75.821108",61
112,Hotel RR 62,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","350, CHANDI KI TAKSAL, NEAR KALE HANUMAN JI KA MANDIR, Jaipur, 302002",India,"26.930398, 75.82921",40
113,Khandela Haveli A Heritage Boutique Hotel,3.9,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","D-219 A Bhaskar Marg, Banipark, Jaipur, Rajasthan, 302016",India,"26.932074, 75.788761",54
114,Jai Niwas,4.6,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant temporarily unavailableRestaurant', 'Breakfast available']","3, Jalupura Scheme, Gopinath Marg, M. I. Road, Jaipur, Rajasthan, 302001",India,"26.920042, 75.804848",32
115,Devraj Niwas Boutique Hotel,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Khasa Kothi Crossing, Bani Park, Jaipur, Rajasthan, 302016",India,"26.921546, 75.793836",52
116,Tara Niwas,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant']","B-22/B, Shiv Marg, Bani Park, Jaipur, Rajasthan, 302016",India,"26.926963, 75.794872",19
117,Hotel Fort Chandragupt Jaipur,,,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Station Road, Near Central Bus Stand, Jaipur, Rajasthan, 302006",India,"26.923237, 75.801628",32
118,The Lodge B & B,,,"['Free airport shuttle temporarily unavailableFree airport shuttle', 'Breakfast included', 'Air conditioning', 'Spa', 'Free WiFi', 'Parking included']","360 aakdon ka rasta, kishan pole bazar, Jaipur, rajasthan, 302001",India,"26.92067, 75.81689",31
119,OYO 35787 Hotel Lily Bay Prime,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Business services', 'Housekeeping']","C-303,Siddharth Nagar,Jawahar Circle, Sangam Clny, Chainpura, Jagatpura, Jaipur, Rajasthan, 302029",India,"26.832667, 75.807771",40
120,Golden Eagle Hotels & Resorts,,,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","200 Feet Bypass Road, 3, 4, 5A, B, Ajmer Rd, Flyover, Patel Nagar, Jaipur, Rajasthan, 302034",India,"26.88603, 75.731959",38
121,Krishna Palace,3.6,Good,"['Free WiFi', 'Parking included', 'Laundry', 'Restaurant temporarily unavailableRestaurant', 'Breakfast available', 'Business services']","E-26 Durga Marg, Bani Park, Jaipur, Rajasthan, 302016",India,"26.927881, 75.786483",17
122,Hotel Corporate Inn,,,"['Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available', 'Business services']","405 Lane 2, Rajapark, Jaipur, RJ, 302004",India,"26.894757, 75.827903",27
123,Hotel Sweet Dream,4.2,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Nehru Bazar, Jaipur, Rajasthan, 302003",India,"26.91727, 75.81949",40
125,Royale Lalit Hotel Jaipur,3.6,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","101 Rathore Nagar Rd, Jaipur, RJ, 302021",India,"26.91071, 75.75251",64
126,Hotel Las Vegas,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Bar']","A/1, 21, Sahkar Marg, C Scheme, near Godown Circle, Jaipur, Rajasthan, 302006",India,"26.899761, 75.792868",39
127,OYO 9973 Hotel Green Valley,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Housekeeping']","26, Kunda, Amer, Rajasthan, 302028",India,"27.00916, 75.8792",60
128,Hotel Marc Inn,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","S-5, 6, Amrapali Circle, Vaishali Nagar, Jaipur, Rajasthan, 302021",India,"26.911524, 75.742198",30
129,Hotel Indo Prime,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","C-14, MI Road, Jayanti Market, New Colony, Jaipur, Rajasthan, 302001",India,"26.916845, 75.811952",43
130,Le Amour Inn,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","S33-34 Mahaver Nagar, Gopalpura Flyover, Tonk Road, Jaipur, Rajasthan, 302018",India,"26.858192, 75.795359",50
131,Hotel Vrisa,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant temporarily unavailableRestaurant', 'Breakfast available']","12, Airport plaza, Durgapura, Tonk Road, Jaipur, Rajasthan, 302018",India,"26.843117, 75.795562",58
132,Hotel Sunder Palace-a heritage styled boutique hotel,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","46 Sanjay Marg, Hathroi Fort, Ajmer Road, Jaipur, Rajasthan, 302001",India,"26.91705, 75.795074",14
133,Hotel Sun City Plaza,5.0,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","H-935, Tonk Rd., Phase 3, Sitapura Industrial Area, Sitapura, Jaipur, Rajasthan, 302022",India,"26.785235, 75.84637",30
135,"Red Fox Hotel, Jaipur",,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Gym']","Jawahar Lal Nehru Marg, Opp. MNIT College, Bajaj Nagar, Jaipur, Rajasthan, 302017",India,"26.864506, 75.810707",75
136,Milestone 251,,,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant temporarily unavailableRestaurant']","D 251, Devi Marg, Jaipur, Rajasthan, 302016",India,"26.926655, 75.78987",22
137,FabExpress Travelers Lodge,,,"['Breakfast included', 'Free WiFi', 'Parking included', 'Restaurant', 'Room service', 'Housekeeping']","Plot No. 16, Opp J.K Petrol Pump, Santosh Nagar, Jaipur, 302019",India,"26.88058, 75.75876",27
138,Hotel The Grand Kukas,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Plot no 67, Royal City, Jaipur-Delhi Highway, Jamwa Ramgarh, Rajasthan, 302028",India,"27.048561, 75.905502",47
139,Treebo Trend Woodsvilla Suites Bapu Nagar,4.1,Very Good,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Kitchen']","B - 136 A, Rajendra Marg, Bapu Nagar, Near Janta Store Crossing, Jaipur, 302015",India,"26.889815, 75.80887",33
140,All Seasons Homestay,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Laundry', 'Restaurant', 'Breakfast available', 'Housekeeping']","63 Hathroi Fort, Ajmer Road, Hari Kishan Somani Marg, Jaipur, Rajasthan, 302001",India,"26.91618, 75.79642",28
141,Hotel Mohit Palace,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Lal Kothi Shopping Centre, Near Sahara India Tonk Rd, Jaipur, Jaipur, 302015",India,"26.88201, 75.79881",38
142,Hotel Sarvmangla Garden,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Business services']","Opp. Sylvan Bio-Diversity Forest Park, Agra - Jaipur Road, Sumel Rd, Jaipur, Rajasthan, 302031",India,"26.885631, 75.911098",34
143,Vesta Maurya Palace,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","S-35A, Arvind Marg, Jaipur, Rajasthan, 302001",India,"26.915287, 75.811278",27
144,Hotel Mahadev resency,,,"['Air conditioning', 'Free WiFi', 'Restaurant', 'Breakfast available', 'Business services', 'Room service']","vivek nagar near bus station road, Jaipur, RJ, 302016",India,"26.92395, 75.79969",19
145,Hotel Shikha,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","R-14, Yudhishthir Marg, C-Scheme, Jaipur, Rajasthan, 302001",India,"26.90592, 75.797",25
146,OYO 24565 Hotel Morgan,,,"['Breakfast included', 'Free WiFi', 'Room service', 'Housekeeping', '24/7 front desk']","A-40 Near Railway Station, Sen Colony Gopalbari, Jaipur, Rajasthan, 302016",India,"26.9228, 75.7882",14
147,Hotel Myriad Inn,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Breakfast available', 'Room service']","Subhash Marg, Jaipur, RJ, 302001",India,"26.908873, 75.80012",45
148,Hotel Pearl Palace,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","51 Hathroi Fort Hari Kisan Somani Marg, Ajmer Road, Jaipur, RJ, 302001",India,"26.91619, 75.79565",27
149,Regenta Inn Jaipur,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","B-31 , Govind Marg, Near Baraf Khana Gossing, Jaipur, Rajasthan, 302004",India,"26.901939, 75.836112",40
150,Castle Kanota,,,"['Air conditioning', 'Parking included', 'Laundry', 'Pool', 'Restaurant', 'Gym']","Ganesh Vihar Colony, Kanota, Agra Road, Jaipur, Jaipur, RJ, 303012",India,"26.872086, 75.94959",54
151,The Raas Mahal,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","Amer Rd, Jaipur, RJ, 302002",India,"26.943283, 75.838336",54
152,Hotel Metro Inn,3.6,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Room service']","Plot No 9 Fateh Singh Marke, t Opp Rajputana Sheraton Railway Station, Jaipur, Rajasthan, 302006",India,"26.917858, 75.791847",39
153,The Timber Garden Adventure Club,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Jaisinghpura Gram Mandau Bhankrota, Near Sanskrit University Ajmer Road, Jaipur, 302006",India,"26.807855, 75.716438",54
154,Bikaner Haveli,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","A 67 Bikaner Haveli, Amber road Jaipur, Jaipur, Rajasthan, 302002",India,"26.94077, 75.83643",40
155,OYO 22942 Hotel Opal,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Kitchen', 'Room service', 'Housekeeping']","P- 17 Punjabi Colony, Near Chungi Circle Ramgarh Modh Jaipur, Jaipur, Rajasthan, 302002",India,"26.945245, 75.849572",51
156,Hotel Kalyan,3.6,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","59 Hathroi Fort, Ajmer Road, Jaipur, Rajasthan, 302001",India,"26.916098, 75.795756",15
157,Hotel Saba Haveli,5.0,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Room service', 'Housekeeping']","477, Hotel Saba Haveli, gangapole, Jaipur, Rajasthan, 302002",India,"26.93261, 75.83501",68
158,OYO 2730 Hotel Ethnic Residency,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","Plot No. 5/301, Girdhar Marg, Malviya Nagar, Jaipur, Rajasthan, 302017",India,"26.847277, 75.806459",85
159,OYO 11389 Hotel NG Palace,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","1, Karbla Road, Ramgarh Mod, Jaipur, 302002",India,"26.946475, 75.843638",33
160,Hotel Metro View,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Opp. Mayank Tower, Near Chandpole Police Line, Jaipur, Rajasthan, 302002",India,"26.923971, 75.803657",17
161,The Narayans,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Housekeeping', '24/7 front desk']","D 151 A DURGA MARG, BANI PARK, Jaipur, RAJASTHAN, 302016",India,"26.927415, 75.787421",54
162,Treebo Trend Bliss Raja Park,4.0,Very Good,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","289, Lane No. 6, Vaishno Devi Marg, Panchwati Circle, Raja Park, Jaipur, Rajasthan, 302004",India,"26.892016, 75.829269",20
163,R41- A Boutique Hotel,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Housekeeping']","Plot no. 41, Rathod Nagar Vaishali Nagar, Jaipur, Rajasthan, 302021",India,"26.909889, 75.751774",33
165,OYO 1143 Hotel RDB Palace,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Housekeeping']","SD-4A, Kabir Marg, Bani Park, Jaipur, Rajasthan, 302016",India,"26.924307, 75.790079",26
166,FabHotel Sapphire Inn Mansarovar,3.5,Good,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","20/115, Kaveri Path, Mansarovar Jaipur, Jaipur, RJ, 302020",India,"26.87558, 75.74994",30
167,Rajputana Haveli,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","56B Govind Nagar east Krishna Marg, Amer Road near Jorawar Singh Gate, Jaipur, Rajasthan, 302002",India,"26.89777, 75.824103",22
168,Hotel Classic Inn,4.1,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant temporarily unavailableRestaurant', 'Breakfast available']","96 Badodiya Scheme, Railway Station, Kabir Marg, Bani Park, Jaipur, Rajasthan, 302016",India,"26.922258, 75.790977",15
169,Wind Palace hotel,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Outside Jorawer Singh Gate, Main Amer Road, Jaipur, Rajasthan, 302002",India,"26.937373, 75.834852",42
170,BrijNest Suites,,,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly']","Jawahar Lal Nehru Marg, Within the Premises of Clarks Amer, Jaipur, Rajasthan, 302018",India,"26.846376, 75.800481",169
171,Shivoham Yoga retreats,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Pool', 'Restaurant', 'Room service']","Sumel, Beermalpura at Mukandpura, Jaipur, RJ, 302027",India,"26.921308, 75.920597",36
172,OYO 15154 Hotel After Hours,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Room service', 'Housekeeping', '24/7 front desk']","Htl River Side21Shipra Path Road, Near Surya Mahal Garden Mansarovar, Jaipur, Rajasthan, 302019",India,"26.84772, 75.77633",41
173,Hotel Ankur Palace,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Room service', 'Housekeeping']","Plot No.4, Fateh Singh Market, Near Railway Station, Rajasthan, Jaipur, Rajasthan, 302001",India,"26.91783, 75.79187",15
174,Hotel Thikana Palace,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Pool']","11, Fathsingh Market, Opposite, Rajputana Hotel, Near Railway Station, Jaipur, Rajasthan, 302006",India,"26.917701, 75.791687",13
176,Heritage Haveli - A Stay Home,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","80-A Shankar Vihar B, Near Airport Terminal-2,Gator Rd, Jaipur, 302017",India,"26.8348, 75.81176",22
177,Hotel Rockland,,,"['Air conditioning', 'Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","263, Frontier Colony, Adarsh Nagar, Opposite Dusshera Maidan, Jaipur, Rajasthan, 302004",India,"26.89854, 75.83181",33
178,Wood Garden Hide,,,"['Air conditioning', 'Kitchen', 'Pool', 'Gym', 'Breakfast available']","Jaipur, Rajasthan",India,"26.979357, 75.777615",60
179,Hotel The Queens,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Business services']","Durga Marg, Jaipur, RJ, 302016",India,"26.925506, 75.78949",17
181,Jaipur Residences 1,,,"['Breakfast included', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly']","D-234, Kusum Vihar, Jaipur, Rajasthan, 303012",India,"26.916201, 75.736297",30
182,V One pride,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","E-3/E-10, Next To Vishu Marriage Garden, Nirman Nagar, DCM Ajmer Road, Jaipur, Rajasthan, 302016",India,"26.888362, 75.741644",55
183,Hotel Sajjan Niwas,,,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","D1/2 b, Behind collectorate, Banipark, Jaipur, Rajasthan, 302016",India,"26.928395, 75.792169",34
