rest_id,rest_name,rest_url,rest_address,city,country,latitude,longitude,location_url,rest_timing,rest_rating,rest_review,rest_about,cuisines,features,meals
23,Killa Corner,,"Gopa Chowk, Next to Fort Near Fort First Gate, Jaisalmer 345001 India",Jaisalmer,India,26.913578,70.91401,"https://maps.google.com/maps?saddr=&daddr=Gopa+Chowk%2C+Next+to+Fort+Near+Fort+First+Gate%2C+Jaisalmer+345001+India@26.913578,70.91401",08:00 AM - 11:00 PM,4.5 ,274,We serve pure vegetarian food and freshly cooked in Home-Made style. Get amazed by the view of the fort while enjoying your meal in the Golden City.,"Indian, Asian, International","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Table Service",None
24,Milan Restaurant,http://www.facebook.com/pages/Milan%20Restaurant%20Jaisalmer%20RJ/1528512047432698/,"Nagar Pariaad, Fort Parking, Jaisalmer 345001 India",Jaisalmer,India,26.91108,70.91489,"https://maps.google.com/maps?saddr=&daddr=Nagar+Pariaad%2C+Fort+Parking%2C+Jaisalmer+345001+India@26.91108,70.91489",10:00 AM - 10:00 PM,4.5 ,290,None,"Indian, Asian","Outdoor Seating, Seating, Table Service, Takeout",None
25,The Hideout Cafe Restaurant,http://www.facebook.com/The-Hideout-Cafe-Restaurant-115850873146715,"On fort , Kotri para Near five metal cannon, Jaisalmer 345001 India",Jaisalmer,India,26.913149,70.91459,"https://maps.google.com/maps?saddr=&daddr=On+fort+%2C+Kotri+para+Near+five+metal+cannon%2C+Jaisalmer+345001+India@26.913149,70.91459",06:00 AM - 11:00 PM,5.0 ,131,"Serving quality food,we ensures that guests receive the same quality with every meal. Clean n hygienic Best scenic view with sunrise and sunset and city view","Chinese, Indian, Fast food, Spanish, Asian, Healthy, Tibetan, Israeli","Takeout, Reservations, Seating, Table Service",None
26,Cafe The Kaku,http://www.cafethekaku.com/,"Patwa Haveli Road Sun Set Point, Suli Dungar, Jaisalmer 345001 India",Jaisalmer,India,26.91508,70.91228,"https://maps.google.com/maps?saddr=&daddr=Patwa+Haveli+Road+Sun+Set+Point%2C+Suli+Dungar%2C+Jaisalmer+345001+India@26.91508,70.91228",09:00 AM - 11:30 PM,4.5 ,704,"Our Resturant Is Situated On Small Hill Known As Sunset Point And From Here Customer Can Enjoy City View Point With Nice Food And Bar Facilities We Do Serve Hookha .its Also Old Heritage Part Of Jaisalmer Fort Around 853 Years Old Castle Main Attraction Of Our Cafe. The kaku A 20-year-old company, which started in a small tea shop on the top of a hill sharing the same name “Kaku”, has been wholeheartedly sparing no dear expense to make each & every valued guest feel full of the joys of spring with lots of beautifully-vivid memories that, as well, present in their gorgeous photo albums. Over a span of 20-sweet years of guest-oriented expertise & seasoned experience, The KAKU would like to present its new gem; Hotel Casa De Kaku (a boutique home) which literally means “Kaku's Home”.",Indian,"Private Dining, Parking Available, Valet Parking, Television, Highchairs Available, Wheelchair Accessible, Free Wifi, Takeout, Reservations, Outdoor Seating, Buffet, Seating, Street Parking, Validated Parking, Serves Alcohol, Digital Payments, Accepts Credit Cards, Table Service",None
27,The Surya Restaurant,http://www.hotelsuryajaisalmer.com,"Fort Rd Near Maharani Palace On Fort Kotri Para, Jaisalmer 345001 India",Jaisalmer,India,26.912619,70.91453,"https://maps.google.com/maps?saddr=&daddr=Fort+Rd+Near+Maharani+Palace+On+Fort+Kotri+Para%2C+Jaisalmer+345001+India@26.912619,70.91453",07:30 AM - 11:00 PM,4.5 ,280,None,"Indian, Asian, Italian","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Table Service",None
29,Fotiya's Restaurant Cafe,http://www.hotelfotiyajaisalmer.com/fotiya-restaurant/,"K.l Anchalvanshi Colony, Dedansar Road Malka Pol, Jaisalmer 345001 India",Jaisalmer,India,26.920404,70.90988,"https://maps.google.com/maps?saddr=&daddr=K.l+Anchalvanshi+Colony%2C+Dedansar+Road+Malka+Pol%2C+Jaisalmer+345001+India@26.920404,70.90988",07:00 AM - 11:30 PM,5.0 ,145,"Fotiya's restaurant is located near sunset point offering delicious food with choice of Korean Chinese & Japanese varieties.\ have fort and sunset view from restaurant. we serve breakfast, lunch, & dinner.","Indian, Asian, Korean","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Serves Alcohol, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Table Service",None
30,1st Gate Home-Fusion,http://www.1stgate.in,"Dhibba Para, Jaisalmer 345001 India",Jaisalmer,India,26.912436,70.91542,"https://maps.google.com/maps?saddr=&daddr=Dhibba+Para%2C+Jaisalmer+345001+India@26.912436,70.91542",07:30 AM - 10:30 PM,4.5 ,631,"At 1st gate Home-Fusion we offer to theguests all the best they deserve: fromfurnishing to full optional service.The 1st gate Home-Fusion Stay has beendesigned and built to depict various ethnicbuilding styles of Jaisalmer city.8 rooms with all modern amenities, 8unique nests where the true comfort ofhome as well as the luxury of a classy hotelmix together to offer a refined, warm andcheering sensation.1st gate Home-Fusion is also offering tothe welcoming guests a total fusion restaurantin between Italian and Indian vegetarianfood, cooked with a fresh vegetables andbest ingredients. So in the food guests could find a fusionconcept: the simplicity of ingredients meetflavors elevation, a perfect balance betweenItalian inspiration and the exotic Indianfascination.Dining on the terrace just infront of Jaisalmer Fort, softlight as well as soft musicwill accompany our guests,enjoying.Open throughout the day and late into thenight, the 1st Gate Lounge Bar will offerexotic fruit cocktails and aperitifs.","Italian, Indian, Pizza, European","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",None
31,KB Cafe Restaurant,http://www.hotelkillabhawan.com,"Opposite Patwa Haveli, Jaisalmer India",Jaisalmer,India,26.916674,70.91426,"https://maps.google.com/maps?saddr=&daddr=Opposite+Patwa+Haveli%2C+Jaisalmer+India@26.916674,70.91426",08:00 AM - 9:00 PM,4.5 ,164,"Located in downtown Jaisalmer , a delightful place where to sip a drink or have a byte , admiring just next door the most splendid Havelis of the city and in the distant light , the magnificent Fort .Fresh, safe and delicious food, vegetarian only , will be prepared at your order. "" Al dente"" Pasta dishes , Pizzas , Rajasthani Thali , oriental & western snacks , Italian coffe , assorted tea , fresh Lassi , a world to taste and enjoy !! ""","Indian, Cafe, International","Seating, Parking Available, Street Parking, Validated Parking, Serves Alcohol, Wine and Beer, Free Wifi, Takeout, Reservations, Table Service",None
32,Hocus Pocus,https://www.facebook.com/MysticJaisalmer/,"2nd Floor of Mystic Jaisalmer Dhibba Para, Fateh Marg, Jaisalmer 345001 India",Jaisalmer,India,26.912024,70.91811,"https://maps.google.com/maps?saddr=&daddr=2nd+Floor+of+Mystic+Jaisalmer+Dhibba+Para%2C+Fateh+Marg%2C+Jaisalmer+345001+India@26.912024,70.91811",08:30 AM - 10:30 PM,5.0 ,129,"Our Hocus Pocus Mystic Panorama Restaurant, has sweeping views of the stunning Golden Fort and across the City. The Restaurant offers a range of carefully prepared Indian and Italian dishes including excellent pasta and pizza. You will enjoy the serene atmosphere on the terrace, created by relaxing music and candlelight as you dine under the desert stars. We have a range of evening events including: – Folk music and Gypsy dance and Outdoor cinema on the terrace (Bollywood movie with English subtitle) Our restaurant is blessed with an Italian coffee machine; so you will be happy to finally be able to sit and enjoy your favorite cappuccino, espresso or latteâ€¦..something most travelers can only dream of, when traveling in Rajasthan.","Indian, International, Asian","Takeout, Reservations, Outdoor Seating, Buffet, Seating, Street Parking, Free off-street parking, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",None
35,Fatanstarpalace OnROFTOP RESTAURANTcafe jalmaer,https://fatanstar-palacehotl.business.site/,"Vyasa Pada On Fort, Jaisalmer 345001 India",Jaisalmer,India,26.912235,70.91183,"https://maps.google.com/maps?saddr=&daddr=Vyasa+Pada+On+Fort%2C+Jaisalmer+345001+India@26.912235,70.91183",07:00 AM - 10:00 PM,5.0 ,86,"FATANSTAR PALACE ONROOF TOP RESTAURANT, recommended on the ""Guide du routard"", cooks authentic Rajasthani specialities on charming roof top with a beautiful view of Golden Jaïn temple.","Indian, Pizza, Cafe, Diner","Gift Cards Available, Outdoor Seating, Seating, Serves Alcohol, Table Service, Reservations, Parking Available, Full Bar, Wine and Beer, Free Wifi, Live Music",None
36,The Wanderlust Cafe & Restaurant,http://www.facebook.com/il.guglielmoshr,"Kalakar Colony, Jaisalmer 345001 India",Jaisalmer,India,26.918608,70.91126,"https://maps.google.com/maps?saddr=&daddr=Kalakar+Colony%2C+Jaisalmer+345001+India@26.918608,70.91126",12:00 AM - 12:00 AM06:00 AM - 02:00 AM,5.0 ,92,None,"Indian, Cafe, Asian","Takeout, Reservations, Outdoor Seating, Seating, Free Wifi, Table Service",None
38,Desert Cow Restaurant,http://desertcowjaisalmer.com,"Near Goverment Bus Station Shiv Road Fort Road, Jaisalmer 345001 India",Jaisalmer,India,26.912066,70.90983,"https://maps.google.com/maps?saddr=&daddr=Near+Goverment+Bus+Station+Shiv+Road+Fort+Road%2C+Jaisalmer+345001+India@26.912066,70.90983",07:00 AM - 11:00 PM,5.0 ,70,"Located in the heart of Jaisalmer and with a fabulous view to the city's fort, Desert cow Restaurant is perfect for either backpack travelers and business travelers. Here you can have a true experience of India's culture!","Chinese, Indian, International, Asian, Pizza","Reservations, Seating, Serves Alcohol, Table Service",None
39,Toffu Restaurant,,"Kalakar Colony Near Sun Set Point, Jaisalmer 345001 India",Jaisalmer,India,26.91476,70.91307,"https://maps.google.com/maps?saddr=&daddr=Kalakar+Colony+Near+Sun+Set+Point%2C+Jaisalmer+345001+India@26.91476,70.91307",07:30 AM - 10:00 PM,5.0 ,62,Toffu Restaurant offer you delicious food veg. and Non veg. both. we have indian and western food. we offer free wifi and view of fort. hope you can enjoy our food.,"Indian, Asian, Chinese","Reservations, Parking Available, Street Parking, Cash Only, Table Service, Takeout, Seating",None
40,The Food Plaza,,"Fort Road, Near Fort Parking Near Fort Parking, Jaisalmer 345001 India",Jaisalmer,India,26.910437,70.915245,"https://maps.google.com/maps?saddr=&daddr=Fort+Road%2C+Near+Fort+Parking+Near+Fort+Parking%2C+Jaisalmer+345001+India@26.910437,70.915245",12:00 AM - 11:59 PM,5.0 ,93,None,"Cafe, Fast food, Diner, Chinese, Asian","Delivery, Reservations, Outdoor Seating, Seating, Takeout, Table Service",None
41,Natraj Restaurant,http://www.facebook.com/Natraj-Restaurant-722446454529778,"Town Centre Near Salam Singh Haveli,Jaisalmer, Rajasthan, Jaisalmer 345001 India",Jaisalmer,India,26.913591,70.91588,"https://maps.google.com/maps?saddr=&daddr=Town+Centre+Near+Salam+Singh+Haveli%2CJaisalmer%2C+Rajasthan%2C+Jaisalmer+345001+India@26.913591,70.91588",08:30 AM - 10:30 PM,4.5 ,162,"One of the brilliant place to eat, and the rooftop has a satisfying view of the upper part of the Salim Singh-ki-Haveli next door. We serve pure vegetarian Indian, Chinese, continental, Rajasthani food","Chinese, Pizza, Indian, Asian","Delivery, Takeout, Outdoor Seating, Free Wifi, Buffet, Seating, Free off-street parking, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Table Service, Reservations, Serves Alcohol",None
43,Dosa Corner,,"Gopa Chok opp to bhang shop and fruit market, near Banyan tree, Jaisalmer 345001 India",Jaisalmer,India,26.913607,70.91382,"https://maps.google.com/maps?saddr=&daddr=Gopa+Chok+opp+to+bhang+shop+and+fruit+market%2C+near+Banyan+tree%2C+Jaisalmer+345001+India@26.913607,70.91382",08:30 AM - 1:30 PM5:00 PM - 9:30 PM,5.0 ,71,None,"Indian, Fast food, Asian","Takeout, Wheelchair Accessible",None
46,Fredy Foods Jaisalmer,http://www.fredyfoods.com/,"Dhibba Para Near axis bank atm, Jaisalmer 345001 India",Jaisalmer,India,26.911406,70.91499,"https://maps.google.com/maps?saddr=&daddr=Dhibba+Para+Near+axis+bank+atm%2C+Jaisalmer+345001+India@26.911406,70.91499",11:00 AM - 10:00 PM,5.0 ,76,"We are a cafe seeving pizzas,sandwiches,wraps etc We do deliver food at railway station,hotels and home","Indian, Pizza, Cafe, Fast food","Delivery, Takeout, Reservations, Seating, Table Service",None
48,Sunset Palace,http://sunset-restaurant-jaisalmer.web.app/?fbclid=IwAR2mAumR9cRmxF-vFpS-KFkQui1jAxu73Yn0pOlSvu0gJJN_0LZP4XbYSIE,"On Fort, Next To Jain Temples Near Hotel Suraj, Jaisalmer 345001 India",Jaisalmer,India,26.9118,70.91122,"https://maps.google.com/maps?saddr=&daddr=On+Fort%2C+Next+To+Jain+Temples+Near+Hotel+Suraj%2C+Jaisalmer+345001+India@26.9118,70.91122",07:00 AM - 11:00 PM,4.5 ,85,It is in the Fort of jaisalmer. and just few steps from Hotel Suraj where we stayed.,Indian,"Outdoor Seating, Seating, Serves Alcohol, Takeout, Reservations, Table Service",None
49,Zoya Ka Zayeka,http://zoyakazayeka.weebly.com,"Shiv Road Near Axis Bank, Jaisalmer 345001 India",Jaisalmer,India,26.924095,70.90744,"https://maps.google.com/maps?saddr=&daddr=Shiv+Road+Near+Axis+Bank%2C+Jaisalmer+345001+India@26.924095,70.90744",09:00 AM - 10:30 PM,5.0 ,69,"Zoya Ka Zayeka is rooftop restaurant located at City Centre Near Axis Bank Shiv Road Jaisalmer With amzaing Fort view and Sunset view.Zoya ka zayeka serves home made fresh food of indian, continental, & chinese. The roof top view ofJaisalmer Fort is awesome and one can also take romantic candle light dinner with light music.You can see the sunrise and sunset from Roof top. We are running our restaurant with a cause ""Women Empowerment"" so we hiring Ladies Staff from local village and town of Jaisalmer . In Jaisalmer we want to bring the ladies and womens in front so they can stand on their feets and get exposure. Our Motto is to serve good food with a cause that womens are not behind in any field , if they get support from all the Guests like you. ""Beti Bachao , Beti Padhao-( save girl child & let them grow and study)","Cafe, Indian, Italian, Chinese, Fast food","Delivery, Takeout, Reservations, Seating, Parking Available, Street Parking, Accepts Mastercard, Accepts Visa, Free Wifi, Free off-street parking, Digital Payments, Cash Only, Table Service, Buffet, Accepts Credit Cards",None
50,Angaara Restaurant And Barbeque,http://www.facebook.com/Angaara-Restaurant-And-Barbeque-2292199930820047/,"Near Air Force Circle Dhibba Para, Jaisalmer 345001 India",Jaisalmer,India,26.909859,70.91318,"https://maps.google.com/maps?saddr=&daddr=Near+Air+Force+Circle+Dhibba+Para%2C+Jaisalmer+345001+India@26.909859,70.91318",08:30 AM - 10:30 PM,5.0 ,55,"Aangara Restaurant And Barbeque offers a range of delicious food to our customers. We regularly serve Breakfast, Lunch and Dinner at a great price, and We also offer food especially catered to senior citizens and to the health conscious. We cordially invite you to our restaurant. It combines tradition with modernity in an exceptional way. Its interior is unique with old bamboo walls which have been preserved and they have been ingeniously blended with the modern decor. We mainly serve traditional cuisine and add variety to our menu according to the season. We can satisfy even the most sophisticated culinary expectations of our customers. We provide a professional service.","Indian, Cafe, European, Asian, Australian","Reservations, Seating, Table Service, Parking Available, Free off-street parking, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards",None
52,Adonai Coffee Shop Jaisalmer,http://adonaicoffee.com,"Fort Road, Gopa Chowk Near the Main Gate of the Fort, Rajasthan 345001, Jaisalmer 345001 India",Jaisalmer,India,26.91356,70.914024,"https://maps.google.com/maps?saddr=&daddr=Fort+Road%2C+Gopa+Chowk+Near+the+Main+Gate+of+the+Fort%2C+Rajasthan+345001%2C+Jaisalmer+345001+India@26.91356,70.914024",8 min:  See all hours,5.0 ,37,"Adonai Coffee Co is a specialty coffee shop in the heart of Jaisalmer. Our aim is to serve the best cup of coffee we possibility can, by providing our baristas with world class training at Australian Barista standards. We invite you to come and try what could possibly be the best cup of coffee you've had!",Cafe,Takeout,None
53,The Trio,http://royaldesertcamp.in/trio-restautant,"Gandhi Chowk, Jaisalmer 345001 India",Jaisalmer,India,26.916088,70.9104,"https://maps.google.com/maps?saddr=&daddr=Gandhi+Chowk%2C+Jaisalmer+345001+India@26.916088,70.9104",07:30 AM - 10:30 PM,4.0 ,902,None,"Indian, Asian","Free Wifi, Reservations, Outdoor Seating, Buffet, Seating, Accepts Credit Cards, Table Service, Live Music",None
54,Karma Cafe,,"On Fort,Near Hawa Pol Near Malka Prol, Jaisalmer 345001 India",Jaisalmer,India,26.919641,70.912605,"https://maps.google.com/maps?saddr=&daddr=On+Fort%2CNear+Hawa+Pol+Near+Malka+Prol%2C+Jaisalmer+345001+India@26.919641,70.912605",08:00 AM - 11:00 PM,5.0 ,72,None,"Cafe, Indian, Middle Eastern","Takeout, Seating, Free Wifi, Table Service",None
55,Chaisalmer,http://www.chaisalmer.com,"Grand Khalifa 2nd floor of Mystic Jaisalmer, Dhibba Para, Jaisalmer 345001 India",Jaisalmer,India,26.91036,70.91277,"https://maps.google.com/maps?saddr=&daddr=Grand+Khalifa+2nd+floor+of+Mystic+Jaisalmer%2C+Dhibba+Para%2C+Jaisalmer+345001+India@26.91036,70.91277",08:00 AM - 11:30 PM,5.0 ,41,"A place to experience a Chai and Italian Coffee in a delightful mystic way, sharing beautiful moments with interesting people from all over the world.","Indian, International, Fast food, Italian","Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Free off-street parking, Free Wifi, Accepts Credit Cards, Table Service, Buffet, Private Dining, Parking Available, Valet Parking, Highchairs Available, Serves Alcohol, Digital Payments, Cash Only, Live Music, Jazz Bar, Drive Thru, BYOB, Dog Friendly, Family style, Gift Cards Available",None
57,Fort View Restaurant,,"Central Market On Roof Top Of Hotel Fort View Fort 1st Gate Central Market Gopa Chowk, Jaisalmer 345001 India",Jaisalmer,India,26.913607,70.913994,"https://maps.google.com/maps?saddr=&daddr=Central+Market+On+Roof+Top+Of+Hotel+Fort+View+Fort+1st+Gate+Central+Market+Gopa+Chowk%2C+Jaisalmer+345001+India@26.913607,70.913994",12:00 AM - 11:59 PM,4.5 ,93,"ABOUT HOTEL - hotel fort view since 1983 hotel fort view are oldest property in jaisalmer hotel fort view recomnded by lonely plante hotel fort view your 2nd jaisalmer home our hotel room perfect all traveler,s we 6 double bed rooms and 2 four bed room all rome have free wifi four bed room perfect fort view e Enjoy our multi-cuisine roof top restaurant for a meal overlooking the breathtaking fort, or just relax on the terrace with a cup of chai and watch the world go by! h (HOTEL FORT VIEW CAMEL SAFARI) FORT VIEW CAMEL SAFARI 1ST CAMEL SAFARI ORGANIZER I N TOWN SINCE 1983 WE ARE ARRANGE Day Tours/ Sleeping Under the Stars: Experience the true soul of this enchanting land by adventuring out into the Thar desert on one of our many safari packages. On our most popular overnight safari, you will enjoy a 45 km ride by jeep through the desert followed by an hour long camel ride to your camp in the dunes where you will watch the magnificent sunset and have a traditional Rajastha",Indian,"Outdoor Seating, Seating, Free Wifi, Table Service, Takeout, Buffet, Parking Available, Street Parking, Wine and Beer, Digital Payments",None
58,Helsinki House - Roof Top Restaurant,http://www.helsinkihouse.in,"Bera Road Opposite Nagar Palika, Postal Colony, Jaisalmer 345001 India",Jaisalmer,India,26.903341,70.91293,"https://maps.google.com/maps?saddr=&daddr=Bera+Road+Opposite+Nagar+Palika%2C+Postal+Colony%2C+Jaisalmer+345001+India@26.903341,70.91293",07:30 AM - 11:30 PM,5.0 ,45,"On the Roof Top of ""Helsinki House"" hotel You will find a cozy restaurant with classic interior, dominant with calm and warm colors and as well as Amazing View of the Jaisalmer Fort and Desert. The restaurant could serve up to 60 persons at the same time. Working hours are from 7:30 AM to 11:00 PM. Breakfast form 7:30 AM to 10:30 AM, Lunch from 12 PM to 03:30 PM and Dinner From 06:00 PM to 11 PM.","Indian, International, Asian, Cafe","Parking Available, Street Parking, Free off-street parking, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Table Service, Takeout, Reservations, Outdoor Seating, Private Dining, Seating",None
59,Royal Restaurant Jaisalmer,http://royalhavelirestaurent.square.site/,"Hotel Royal Haveli 2nd Flour Near Desert Boy's Dhani, Dhibba Para Air Force Circle, Jaisalmer 345001 India",Jaisalmer,India,26.909704,70.9132,"https://maps.google.com/maps?saddr=&daddr=Hotel+Royal+Haveli+2nd+Flour+Near+Desert+Boy%27s+Dhani%2C+Dhibba+Para+Air+Force+Circle%2C+Jaisalmer+345001+India@26.909704,70.9132",06:00 AM - 11:00 PM,4.5 ,61,"ROYAL RESTAURANT JAISALMER is an exquisite fine dines restaurant offering delicious flavors from all across the globe… Fusion, Indian, Oriental, Mediterranean cuisines. Perfect place for – Breakfast, Lunch & Dinner. Corporate lunches, Conference – Meetings, Kitty parties, Birthday & Anniversary celebrations. Chill out with friends & family and relish your taste buds. we look forward to welcoming you and your family to an adventure in great eating and astonishing surroundings!!!. It is a pure veg restaurant with the best view of the golden fort & all cousins are available here. also, we have 50 covers with an A/C family dining hall and take memorable dinner in front of the golden fort. we have 300 pax setting arrangements. especially setting","Indian, Chinese","Takeout, Outdoor Seating, Seating, Parking Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Street Parking, Free off-street parking, Table Service, Reservations, Accepts Credit Cards, Gift Cards Available",None
60,Cafe Eat Street,http://www.facebook.com/Cafe-Eat-Street-940625199309303,"Dhibaa Para Fort Parking Opp. National Handloom, Jaisalmer 345001 India",Jaisalmer,India,26.910946,70.91488,"https://maps.google.com/maps?saddr=&daddr=Dhibaa+Para+Fort+Parking+Opp.+National+Handloom%2C+Jaisalmer+345001+India@26.910946,70.91488",07:15 AM - 11:00 PM,5.0 ,60,None,"Indian, Chinese, International","Takeout, Seating, Wheelchair Accessible",None
61,Blues Cafe,http://www.aryahaveli.com,"Main Pura Rd Opp. Trio Restaurant Gandhi Chowk, Jaisalmer 345001 India",Jaisalmer,India,26.91216,70.910866,"https://maps.google.com/maps?saddr=&daddr=Main+Pura+Rd+Opp.+Trio+Restaurant+Gandhi+Chowk%2C+Jaisalmer+345001+India@26.91216,70.910866",09:00 AM - 11:00 PM,4.5 ,149,"Blues café is a small and cozy rooftop café where you can enjoy beautiful view of Jaisalmer together with good music and tasty food. Our menu is not big, we have some Indian and Italian dishes and some snacks, but everything is fresh and homemade. But our biggest speciality are fresh juices and espresso coffee made from freshly ground beans. There is always good music of all genres (jazz, blues, electronic, minimal, reggae, hip-hop, ...) playing in the background and we will be more that happy if you also share your favourite music with us! So whenever you are bored of wandering around or just simply want to relax, come to our place and feel like home. We are open till late hours!","Cafe, Indian","Takeout, Outdoor Seating, Buffet, Seating, Street Parking, Free off-street parking, Cash Only, Free Wifi, Delivery, Reservations",None
62,Jaisal Italy,http://www.jaisalitaly.com/,"Akhey Pol, First Gate of the Fort, Jaisalmer 345001 India",Jaisalmer,India,26.913368,70.914116,"https://maps.google.com/maps?saddr=&daddr=Akhey+Pol%2C+First+Gate+of+the+Fort%2C+Jaisalmer+345001+India@26.913368,70.914116",08:00 AM - 11:00 PM,3.5 ,608,None,"Italian, Indian, Pizza","Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",None
64,Ranveer Cafe & Food,https://www.facebook.com/ranveercafe/,"Fort parking near 1 gait Hotal Jaislmer, Jaisalmer 345001 India",Jaisalmer,India,26.912558,70.9152,"https://maps.google.com/maps?saddr=&daddr=Fort+parking+near+1+gait+Hotal+Jaislmer%2C+Jaisalmer+345001+India@26.912558,70.9152",07:00 AM - 11:00 PM,4.5 ,75,"Ranveer Cafe & foods is at the same time a Cafe and a fast food restaurant. We offer authentic Indian, Chinese, Italian, Mexican food to Rajasthani meals that are served in a fast and friendly manner. Experience the charm of Golden fort and desert.","Indian, Pizza","Takeout, Seating, Digital Payments, Cash Only, Free Wifi, Table Service, Delivery, Parking Available",None
65,The Kebab Corner,http://www.facebook.com/pages/category/Indian-Restaurant/Kabab-corner-336523876533381,"Fort Road Near Hotel Gorakh Haveli, Jaisalmer 345001 India",Jaisalmer,India,26.919037,70.91173,"https://maps.google.com/maps?saddr=&daddr=Fort+Road+Near+Hotel+Gorakh+Haveli%2C+Jaisalmer+345001+India@26.919037,70.91173",08:00 AM - 11:30 PM,4.5 ,168,"Delicious taste of Desert (A Heritage Taste of Rajsthan) We Serve All Type of Indian, Chinese,Continental, Italian, Best Food. (Special.Dal-Bati-Choorma & All Maas) ,..Our Facilities,.... Hom delivery Roof top A/C Dining Hall Private family setting Royal setting Folk Dance & Folk Songs Conference Hall. Huka parlour. Party Hall","Italian, Chinese, Indian, Asian, Malaysian","Takeout, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Television, Cash Only, Street Parking, Table Service, Delivery, Reservations, Serves Alcohol, Digital Payments, Family style",None
66,Paradise Rooftop café & restaurant,http://www.paradiseonfort.com,"Jaisalmer Fort Janga Para Opposite Royal Place, Jaisalmer 345001 India",Jaisalmer,India,26.912453,70.914,"https://maps.google.com/maps?saddr=&daddr=Jaisalmer+Fort+Janga+Para+Opposite+Royal+Place%2C+Jaisalmer+345001+India@26.912453,70.914",08:00 AM - 10:00 PM,5.0 ,38,"Paradise rooftop café restaurant is located inside the fort. this is the only restaurant inside the fort have A/C dining hall facilities for the customers , also roof top restaurant facility here . beautiful view of fort and city from roof .Wi - Fi connectivity service for customers. delicious food with friendly atmosphere .","Indian, Cafe, Italian, Chinese","Delivery, Outdoor Seating, Serves Alcohol, Table Service, Reservations, Buffet, Private Dining, Seating, Parking Available, Street Parking, Valet Parking, Free off-street parking, Television, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Live Music",None
67,D'Desi Aroma Restaurant,http://www.ddesiaroma.in,"Ramgarh Road Opp Shiv Madi Mandir, Jaisalmer 345001 India",Jaisalmer,India,26.944931,70.88949,"https://maps.google.com/maps?saddr=&daddr=Ramgarh+Road+Opp+Shiv+Madi+Mandir%2C+Jaisalmer+345001+India@26.944931,70.88949",11:00 AM - 11:00 PM,4.5 ,123,"D Desi Aroma meaning taste in India , blends Rajasthani and Chinese to create a casual dining experiences with higher level of creativity. Savour our local favourites along with cuisiness.We are serving best food with good amenities like pool, garden and huts. Best restaurant in jaisalmer. We provide Indian, South Indian, Chinese, Mexican foods with peaceful and natural environment.","Chinese, Indian, Asian","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Table Service",None
68,Royal Rasoi,http://www.facebook.com/Royal-Rasoi-173009599519494/,"Fort Road, across from Hotel Sohan Deep, Jaisalmer India",Jaisalmer,India,26.910103,70.915115,"https://maps.google.com/maps?saddr=&daddr=Fort+Road%2C+across+from+Hotel+Sohan+Deep%2C+Jaisalmer+India@26.910103,70.915115",11:30 AM - 3:30 PM6:30 PM - 11:30 PM,4.5 ,91,None,"Indian, Asian","Takeout, Seating, Table Service, Delivery, Reservations",None
70,Ristorante Italiano Om,http://ristorante-italiano-om.webs.com/,"Kund para near the Laxminath Temple on fort, Jaisalmer 345001 India",Jaisalmer,India,26.912928,70.911705,"https://maps.google.com/maps?saddr=&daddr=Kund+para+near+the+Laxminath+Temple+on+fort%2C+Jaisalmer+345001+India@26.912928,70.911705",:  See all hours,4.0 ,187,None,"Italian, Indian, Pizza","Outdoor Seating, Seating, Serves Alcohol, Table Service, Delivery, Reservations",None
71,Desert Boy's Dhani,http://www.facebook.com/pages/Desert-boys-Dhani/1446271365603707,"Near Nagar Palika, Jaisalmer 345001 India",Jaisalmer,India,26.909706,70.913734,"https://maps.google.com/maps?saddr=&daddr=Near+Nagar+Palika%2C+Jaisalmer+345001+India@26.909706,70.913734",08:00 AM - 11:30 PM,4.0 ,324,None,"Indian, Asian","Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Table Service, Parking Available, Live Music",None
