hotel_id,hotel_name,hotel_rating,hotel_experience,amenities,address,city,country,location,hotel_price
102,RnB Shivani Udaipur,4.2,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","Saiphan Choraha, Bedla Road, Udaipur, Rajasthan, 313001",Udaipur,India,"24.621968, 73.690012",52.0
103,Hotel North Star,4.2,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant']","Near central bus stand sarvaritu villas, opp sagas ji temple udaipur 313001, Udaipur, Rajasthan, 313001",Udaipur,India,"24.575223, 73.696871",27.0
104,Hotel The Solitaire,4.6,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Housekeeping']","Opp. Opera Garden, Shobhagpura Bypass Road, Udaipur, Rajasthan, 313001",Udaipur,India,"24.613487, 73.720217",27.0
105,Cambay Resort Udaipur,4.6,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","No. 439-442, RIICO, Bhamashah Indstr., Area, Kaladwas, Udaipur, Rajasthan, 313004",Udaipur,India,"24.524294, 73.759519",43.0
106,Hotel Gyangarh,4.4,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","58 D New Fatehpura Panchwati, Near Sukhadia Circle, Udaipur, 313001",Udaipur,India,"24.598639, 73.691112",33.0
107,Indra Niwas,4.7,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","35-B, Shikarbadi Colony, Goverdhan Vilas Sajjan Nagar, Udaipur, Rajasthan, 313002",Udaipur,India,"24.54767, 73.68026",25.0
108,Hotel Dream Palace,3.6,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Sukhadia Circle Sahelion, ki bari link road, Udaipur, Rajasthan, 313004",Udaipur,India,"24.603031, 73.687478",45.0
109,Hotel mukund villas,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant']","16 near Hariyali restaurant, Gulab bagh road, Udaipur, RJ, 313001",Udaipur,India,"24.57685, 73.69415",30.0
110,Padmini Bagh Resort,4.3,Wonderful,"['Spa', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","NH 76, Airport Road, Dabok, Udaipur, Rajasthan, 313024",Udaipur,India,"24.621847, 73.82442",161.0
111,FabHotel Himanshi,3.8,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Breakfast available', 'Room service']","NH 8 Behind Hdfc Bank Sukher, Udaipur, Rajasthan, 313003",Udaipur,India,"24.638505, 73.71612",25.0
112,Dreams Resort Udaipur,4.3,Wonderful,"['Free airport shuttle', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Plot No. 1, Gupteshwar ji Road, Titardi Ahemdabad Highway, Udaipur, rajasthan, 313001",Udaipur,India,"24.53936, 73.73467",128.0
113,Avins Beacon,4.8,Exceptional,"['Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry', 'Restaurant']","24 Ashok Nagar Main Road, Near Maharashtra Bhavan Bhupalpura, Udaipur, Rajasthan, 313001",Udaipur,India,"24.589949, 73.703111",45.0
114,The White Fresco,3.9,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Kitchen', 'Pet friendly', 'Pool']","Plot No 5 Goverdhan Vilas Sector-14, Near Marvel Water Park, Udaipur, Rajasthan, 313001",Udaipur,India,"24.534608, 73.673721",42.0
115,Treebo Trend Vallab Vilas By 7 Horses,3.9,Very Good,"['Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry', 'Restaurant']","43, Tekri Madri Link Rd, Opp. Satyam, Shivam Sundaram, Panerion Ki Madri, Udaipur, 313002",Udaipur,India,"24.56771, 73.71135",28.0
116,Hopp Inn,4.5,Wonderful,"['Free airport shuttle', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Kitchen']","6/12 SECTOR14 HIREN MAGRI, NEAR GOVERDHAN SAGAR LAKE, Udaipur, RAJASTHAN, 313001",Udaipur,India,"24.54589, 73.69589",19.0
117,Hotel Ashish Palace,4.9,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Business services', 'Room service']","125 Chetak Marg, Chetak Circle, Udaipur, Rajasthan, 313001",Udaipur,India,"24.59006, 73.689894",23.0
118,The Lake View Palace,4.2,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","7/8 Udaivillas Rd, Opp.Chunda Palace, Trident Rd, Lake Pichola, Udaipur, Rajasthan, 313001",Udaipur,India,"24.579456, 73.670657",53.0
119,The Park Classic Udaipur,3.5,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","2-3 Durga Nursery Road, Udaipur, RJ, 313001",Udaipur,India,"24.584723, 73.710347",12.0
121,Hotel Mewar Inn,4.7,Exceptional,"['Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant', 'Breakfast available']","42 Residency Road, Near GBH American Hospital, Udaipur, Rajasthan, 313001",Udaipur,India,"24.5938, 73.696968",23.0
122,Empire Palace,4.8,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Room service']","16, Polo Ground, Next to Field Club, Saheli Marg, Udaipur, Rajasthan, 313001",Udaipur,India,"24.60642, 73.68676",30.0
123,Hotel Devansh by Inspira,4.1,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Housekeeping']","Plot No 2, 100 Feet Road, Mewar Circle, Near Essar Petrol Pump, Shobhagpura, Udaipur, Rajasthan, 313001",Udaipur,India,"24.606366, 73.714529",30.0
125,Hotel Royal Dezire,3.7,Very Good,"['Spa', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","35 Near RMV Circle, Inside Surajpole, Opposite Surajpole Police Station, Udaipur, Rajasthan, 313001",Udaipur,India,"24.578505, 73.692418",21.0
128,Viaan - A Lake View Hotel,4.8,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant']","G-14, Trident Road, Haridasji Ki Magri, Opposite Dr. Kaushik, Udaipur, RJ, 313001",Udaipur,India,"24.58031, 73.67033",28.0
129,Treebo Trend Spirit Residency,4.3,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Room service', 'Housekeeping']","IT Park, Madri Industrial Area, Udaipur, Rajasthan, 313004",Udaipur,India,"24.578952, 73.739627",29.0
130,Agariya Haveli,4.6,Exceptional,"['Free WiFi', 'Parking included', 'Pet friendly', 'Breakfast available', 'Housekeeping', '24/7 front desk']","Udai Vilas Road, Subhash Chauraha, Haridas Ji Ki Magri, Malla Talai, Udaipur, Rajasthan, 313001",Udaipur,India,"24.583239, 73.669577",25.0
140,Hotel Royal Palm,3.6,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","137, Inside Udaipole, Udaipur, Rajasthan, 313001",Udaipur,India,"24.576054, 73.698609",26.0
158,Piggy Hostel Udaipur,3.7,Very Good,"['Free WiFi', 'Laundry', 'Restaurant', 'Breakfast available', 'Housekeeping']","17 Gangaur Ghat Marg, Udaipur, RJ, 313001",Udaipur,India,"24.580277, 73.682898",40.0
159,Hotel Janak Vilas,3.9,Very Good,"['Air conditioning', 'Free WiFi', 'Laundry', 'Restaurant', 'Breakfast available', 'Business services']","Janak Vilas, Lake Palace Road, Udaipur, 313001",Udaipur,India,"24.57406, 73.6886",42.0
160,Hostel Mantra,3.9,Very Good,"['Air conditioning', 'Free WiFi', 'Laundry', 'Restaurant', 'Breakfast available', 'Business services']","Lal Ghat, Krishna Niwas, 34-35, Lal Ghat Road, behind Jagdish Temple, Udaipur, 313001",Udaipur,India,"24.579658, 73.68271",46.0
161,Dreamyard Udaipur - Hostel,3.8,Very Good,"['Free WiFi', 'Restaurant', 'Breakfast available', 'Housekeeping', '24/7 front desk']","23/165, Lal Ghat Road, Old City, Udaipur, RJ, 313001",Udaipur,India,"24.578908, 73.682902",16.0
162,Spring Sky Udaipur by ShriGo Hotels,3.5,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","53, Near Pacific University Entrance, Vaishali Nagar, Airport Road, Debari, Udaipur, RJ, 313001",Udaipur,India,"24.595932, 73.776072",28.0
163,Rising Shemesh,3.8,Very Good,"['Free WiFi', 'Laundry', 'Restaurant', 'Breakfast available', 'Room service', 'Housekeeping']","Nathi Ghat, Inside Bhrampole, Haresavar Colony, Udaipur, Rajasthan, 313001",Udaipur,India,"24.583228, 73.67492",17.0
164,Moustache Leelaghar Eco-Retreat,3.5,Good,"['Parking included', 'Laundry', 'Pet friendly', 'Housekeeping', '24/7 front desk']","PO Devas Leelaghar, Tehsil Jhadol, Phalsiya, Rajasthan, 313031",Udaipur,India,"24.497179, 73.50395",47.0
165,Gogunda Palace,5.0,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool temporarily unavailablePool', 'Breakfast available']","Rajputo Ka Mohalla, Gogunda, Gogunda, Rajasthan, 313705",Udaipur,India,"24.755162, 73.527348",155.0
166,Jhadol Safari Resort,5.0,Exceptional,"['Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant', 'Bar']","103 Bhatiayani Chhohata, Phalsiya, RJ, 313001",Udaipur,India,"24.404, 73.4868",75.0
167,juSTa Brij Bhoomi Nathdwara,4.6,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant temporarily unavailableRestaurant']","Nichi Odan Haldi Ghati Road, Tehsil, Dist. Rajsamand, Nathdwara, Rajashthan, 313323",Udaipur,India,"24.920948, 73.805719",54.0
168,ShriGo Hotel Nathdwara,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Room service', 'Housekeeping']","Ganesh Tekri Rd, Nathdwara, RJ, 313301",Udaipur,India,"24.923564, 73.812969",36.0
169,Shree Vallabh Vilas Lords Plaza Nathdwara,3.8,Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Govind Chowk, Nathdwara, RJ, 313301",Udaipur,India,"24.926421, 73.817856",70.0
170,Hotel Shivansh Inn by Sky Stays,4.1,Wonderful,"['Free WiFi', 'Parking included', 'Laundry', 'Room service', 'Housekeeping', '24/7 front desk']","Near Temple, Shindi Colony Road, Kumarwada, Nathdwara, Rajasthan, 313301",Udaipur,India,"24.92779, 73.8212",13.0
171,Hotel Shree Pratham Milan,5.0,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Room service']","Sindhi Colony Road, Kumarwada, Rampura, Nathdwara, Rajasthan, 313301",Udaipur,India,"24.927784, 73.82123",15.0
172,Hotel Ashapura Palace by Sky Stays,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Room service', 'Housekeeping']","Gali no. 2 kumharwara, Nathdwara, Rajasthan 313301, Nathdwara, Rajasthan, 313301",Udaipur,India,"24.92945, 73.81927",17.0
173,Hotel Atithi Bhawan by Sky Stays,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Room service', 'Housekeeping', '24/7 front desk']","behind Temple board office, Nathdwara, Rajasthan, 313301",Udaipur,India,"24.92942, 73.820596",14.0
174,Crimson Park Shripriya Hotel,4.2,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services']","NH-8, Sukhadia Nagar, Near LIC Office, Nathdwara, Nathdwara, 313301",Udaipur,India,"24.92733, 73.82915",36.0
175,The Sky Imperial  Hotel Gopal Darshan,3.6,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant']","Opp Temple Parking, 120 Feet Rd, 120 Feet Rd, behind Lord Shiva Statue, Nathdwara, RJ, 313301",Udaipur,India,"24.93202, 73.819086",52.0
176,Garden View Hotel,4.0,Very Good,"['Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available', 'Business services']","N.H.8, Opp. Sihad Talab, Nathdwara, RJ, 313301",Udaipur,India,"24.936611, 73.825227",29.0
177,Hotel Hilltop Palace,4.1,Very Good,"['Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry', 'Pool']","5, Ambavgarh, Fatehsagar, Udaipur, 313001",Udaipur,India,"24.59057, 73.68173",25.0
178,Shikar Oudi Jungle Villa,4.6,Exceptional,"['Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available', 'Room service']","Rawla Bathera, Gram Panchayat Bathera Kalan, Udaipur, Rajasthan, 313602",Udaipur,India,"24.546749, 73.981644",30.0
179,Hotel Charan Kamal,4.4,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Room service', 'Housekeeping']","National Highway 8, Surpalaya, Udaipur, Udaipur, Rajasthan, 313801",Udaipur,India,"24.473457, 73.648963",64.0
180,Hariyav Garh Resort,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Pool', 'Breakfast available', 'Room service']","Hariyav Village, Maal Ki Tus, Sakroda Kurabad Road, Vallabhnagar, Rajasthan, 313001",Udaipur,India,"24.542731, 73.92252",62.0
181,Bhanwar Niwas,4.7,Exceptional,"['Air conditioning', 'Parking included', 'Pool', 'Restaurant', 'Business services', 'Room service']","152-B,153-A,153-B, Indrapuri Colony, Bhuwana Bypass Road, Bhuwana, Udaipur, Rajasthan, 313001",Udaipur,India,"24.624825, 73.714198",22.0
182,"Tree of Life Vantara Resort, Udaipur",4.4,Excellent,"['Spa', 'Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry']","Debari, Udaipur, Rajasthan, 313024",Udaipur,India,"24.619499, 73.787331",54.0
183,Capital O 44207 Hotel Krishnaraj,4.1,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","NH 76, Bhatewar, Vallabhnagar, Rajasthan, 313001",Udaipur,India,"24.618308, 74.024157",49.0
185,Dasmaya Resort,3.7,Very Good,"['Breakfast included', 'Parking included', 'Pool', 'Restaurant', 'Business services', 'Room service']","N H Ahmedabad Highway Village, near seva mandir Kaya Rajasthan, Udaipur, Rajasthan, 313001",Udaipur,India,"24.463909, 73.655999",30.0
186,Jheel Hotel and Restaurent,3.9,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Housekeeping']","52 and 56 Lake Gangaur Ghat Marg Pichola, Pichola Udaipur Rajasthan, Udaipur, Rajasthan, 313001",Udaipur,India,"24.580858, 73.682319",16.0
187,Capital O 35703 Hotel Sarovar Grand,3.9,Very Good,"['Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry', 'Housekeeping']","C-19 Isbt Turner Rd Morowala, Ashok Marg Morowala, Udaipur, 313001",Udaipur,India,"24.571065, 73.698883",22.0
188,Vatsalya Vihar,4.1,Wonderful,"['Spa', 'Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry']","Village Hathidhara, Nr G.D Goenka International School, Udaipur, Rajasthan, 313001",Udaipur,India,"24.643605, 73.63344",45.0
189,Fateh Garh Resort by Fateh Collection,4.1,Very Good,"['Spa', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","Sisarma, Udaipur, Rajasthan, 313001",Udaipur,India,"24.568523, 73.641475",23.0
190,Hotel Harsh Palace,4.1,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Room service', 'Housekeeping', '24/7 front desk']","10-D Transport Nagar Goverdhan Vilas, NH 8 Ahemdabad Road, Udaipur, Rajasthan, 313002",Udaipur,India,"24.532124, 73.681195",22.0
191,Kaya Valley Resort,4.4,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Pool', 'Restaurant', 'Breakfast available']","NH8 Village Chanbora, Kaya, Udaipur, Rajasthan, 313801",Udaipur,India,"24.46307, 73.64475",70.0
193,Arvanah Rooms,4.2,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Room service']","Opp.Jain Dharamshla, Hathipole, Udaipur, Rajasthan, 313001",Udaipur,India,"24.587346, 73.688128",57.0
195,Opal Club Resort - Udaipur,3.8,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Pool']","Plot No. 439-442, RIICO, Bhamashah Industrial Area, Kaladwas, Udaipur, Rajasthan, 313002",Udaipur,India,"24.509228, 73.756408",61.0
196,G G Holiday Homes Innovating Hospitality,3.7,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Pool', 'Restaurant', 'Gym']","173-174, Gokul Grande Govardhan Villas, Near Techno Motors Devali, Udaipur, Rajasthan, 313001",Udaipur,India,"24.53256, 73.67456",16.0
197,Hotel Jaisingh Garh By Innovating Hospitality,4.4,Wonderful,"['Spa', 'Air conditioning', 'Free WiFi', 'Breakfast included', 'Pool', 'Restaurant']","Trident Road, Udaipur, RJ, 313001",Udaipur,India,"24.579714, 73.670003",33.0
198,Hotel Bhanwar Niwas Udaipur,3.7,Very Good,"['Free WiFi', 'Parking included', 'Pool', 'Business services', 'Room service', 'Housekeeping']","152A,153A-153B, Indrapuri Colony, Bhuwana By Pass, Udaipur, Rajasthan, 313001",Udaipur,India,"24.624841, 73.714169",64.0
199,Hotel Bhopal Palace Udaipur,4.6,Exceptional,"['Spa', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","01-02 Khawa Kui Balicha, By Pass Chouraha, N.H.-8, Udaipur, Rajasthan, 313001",Udaipur,India,"24.524484, 73.676613",21.0
200,Spectrum Resort Spa & Convention,4.2,Wonderful,"['Spa', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool']","N.H. 76, Gram Barodiya, Village Kavita Opposite Kavita Bridge, Udaipur, RJ, 313001",Udaipur,India,"24.68773, 73.63783",55.0
201,Rajdarshan,4.1,Wonderful,"['Hot Tub', 'Air conditioning', 'Laundry', 'Pool', 'Restaurant', 'Gym']","18, Panna Dhai Marg, Udaipur, Rajasthan",Udaipur,India,"24.586854, 73.684941",32.0
202,Villa Le Palms Resort & Spa,4.5,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Pool', 'Room service', 'Housekeeping']","1, LIYO KA GUDA,BADI LAKE ROAD BADI, Udaipur, RAJASTHAN, 313001",Udaipur,India,"24.619664, 73.644153",15.0
203,Harmony Blue Udaipur,4.8,Exceptional,"['Free WiFi', 'Parking included', 'Pool', 'Restaurant', 'Room service', 'Housekeeping']","Opposite Gourela Forest Chouki, Ubeshwar Ji Road, Indira Colony, Gourela, Udaipur, Rajasthan, 313001",Udaipur,India,"24.584568, 73.639502",19.0
204,Hotel The Pannadhay Palace,4.5,Wonderful,"['Free WiFi', 'Restaurant', 'Breakfast available', 'Room service', 'Housekeeping', '24/7 front desk']","Opp. Lake Palace Main Gate, Palace Road, Udaipur, Rajasthan, 313001",Udaipur,India,"24.577296, 73.683746",24.0
206,Chunda Palace,4.2,Very Good,"['Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry', 'Pool']","1 Haridas Ji Ki Magri, Main Road, Udaipur, Rajasthan, 313001",Udaipur,India,"24.578588, 73.670411",31.0
207,Hotel Elegance Villa -Udaipur,4.6,Exceptional,"['Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available', 'Business services']","NH 76 Near Post Office Airport Road, Vallabhnagar, Rajasthan, 313022",Udaipur,India,"24.625384, 73.869377",18.0
208,Hotel Raj Palace,4.6,Exceptional,"['Free airport shuttle', 'Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry']","103, Bhatiyani Chohatta, Raj Palace, Udaipur, rajasthan, 313001",Udaipur,India,"24.57687, 73.6851",67.0
209,HOTEL AMRIT MAHAL Udaipur,4.6,Exceptional,"['Spa', 'Free WiFi', 'Parking included', 'Laundry', 'Gym', 'Breakfast available']","Opposite BN Girls College, Airport Road, Udaipur, Rajasthan, 313001",Udaipur,India,"24.58103, 73.71768",47.0
210,Hotel Oasis Park,4.6,Exceptional,"['Air conditioning', 'Free WiFi', 'Restaurant', 'Breakfast available', 'Room service', 'Housekeeping']","Plot no 3D Transport Nagar, Near Aegis Autogas Pump, Udaipur, Rajasthan, 313001",Udaipur,India,"24.533241, 73.681531",37.0
211,FabExpress Mewar Darshan,4.6,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Room service', 'Housekeeping', '24/7 front desk']","19, Pannadhay Marg, Hathipole, Chamanpura, Udaipur, 313001",Udaipur,India,"24.58694, 73.686412",47.0
212,Jagmandir Island Palace,4.9,Exceptional,"['Spa', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant']","City Palace Complex, Udaipur, Rajasthan, 313001",Udaipur,India,"24.567382, 73.677822",46.0
213,Karni Fort-A Heritage Hotel Near Udaipur,5.0,Exceptional,"['Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry', 'Pool']","Village & Post - Bambora, Tehsil - Girwa, Udaipur, Rajasthan, 340026",Udaipur,India,"24.387669, 74.051517",49.0
215,Hotel Minerwa on Lake Pichola,4.7,Exceptional,"['Air conditioning', 'Free WiFi', 'Laundry', 'Restaurant', 'Breakfast available', 'Housekeeping']","5 Gadiya Devra Marg, Udaipur, RJ, 313001",Udaipur,India,"24.582307, 73.681884",31.0
216,GenX Udai Valley Resort,3.7,Very Good,"['Air conditioning', 'Free WiFi', 'Breakfast included', 'Parking included', 'Laundry', 'Pool']","Opp. Vivanta By Taj, Kodiyat, Udaipur, Rajasthan, 313001",Udaipur,India,"24.580952, 73.613141",50.0
217,Hotel Darshan Palace - Udaipur,4.3,Wonderful,"['Free WiFi', 'Parking included', 'Restaurant', 'Business services', 'Room service', 'Housekeeping']","129, Saheli Marg, UIT circle, Udaipur, Rajasthan, 313001",Udaipur,India,"24.59893, 73.687079",62.0
218,The Rising,4.6,Exceptional,"['Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Business services', 'Bar']","Dabok Airport, Vallabhnagar, Rajasthan, 313022",Udaipur,India,"24.623404, 73.857264",42.0
219,Tulip Le Grand,4.1,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Pool', 'Restaurant', 'Breakfast available']","Bhuwana Bypass, Udaipur, RJ, 313001",Udaipur,India,"24.600344, 73.744692",22.0
220,Hotel Seventh Square,3.7,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pool', 'Restaurant']","2-B, New Fatehpura, Udaipur, Rajasthan, 313001",Udaipur,India,"24.602158, 73.688236",41.0
221,Aroma Home Stay,3.8,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Room service']","10, Vrindavan Dham Road No.3, Opp. Ram Vatika, New Bhupalpura, Udaipur, Rajsthan, 313001",Udaipur,India,"24.596215, 73.704341",64.0
222,Raffles Udaipur,4.7,Exceptional,"['All inclusive', 'Spa', 'Air conditioning', 'Free WiFi', 'Parking included', 'Laundry']","Raffles Udaipur Island Village Tilakheda, Gram Mantoon, Udaipur, 313024",Udaipur,India,"24.573251, 73.810321",41.0
223,OYO 30226 Hotel Darshan Palace,4.4,Wonderful,"['Air conditioning', 'Breakfast included', 'Restaurant', 'Housekeeping', '24/7 front desk']","129,Saheli Marg, New Fatehpura, Uit Circle, Udaipur, Rajasthan, 313001",Udaipur,India,"24.599014, 73.68735",65.0
224,Zade Mount View,5.0,Exceptional,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Pet friendly', 'Restaurant']","ZADE MOUNT VIEW, VILLA NUMBER 24,25,26, ALLIANCE ANAND, GOVERDHAN VILLAS, Udaipur, Rajathan, 313001",Udaipur,India,"24.530231, 73.670692",15.0
225,GG Residency,4.2,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Pool', 'Restaurant', 'Breakfast available']","Opp. Techno Motors, Goverdhan Vilas, Udaipur, Rajasthan, 313001",Udaipur,India,"24.532528, 73.674563",70.0
227,Hotel Sarovar Grand,4.7,Exceptional,"['Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Room service', 'Housekeeping']","2/1, Dholimagri, Shivaji Nagar, Near railway station, Udaipur, rajasthan, 313001",Udaipur,India,"24.571377, 73.699087",55.0
228,Hotel Siddhartha Inn,4.2,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available']","Gulab Bagh Rd, Udaipur, RJ, 313001",Udaipur,India,"24.57272, 73.696144",26.0
229,United-21 Lake City Resort,3.7,Very Good,"['Air conditioning', 'Parking included', 'Laundry', 'Restaurant', 'Housekeeping']","Plot No. 5279 & 5280 / 2533, Village Nahar Mangra (Dhunimata), Vallabhnagar, Rajasthan, 313 022",Udaipur,India,"24.624987, 73.883286",42.0
231,Sky Blue Guest House,4.1,Wonderful,"['Free WiFi', 'Parking included', 'Breakfast available', 'Room service', '24/7 front desk']","Sky Blue Guest House, Opp. govt. press, Kishanpole, Jawahar Nagar, Khanjipeer, Udaipur, Rajasthan, 313001",Udaipur,India,"24.56769, 73.69196",44.0
233,Saffire Suites,4.0,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Room service', 'Housekeeping', '24/7 front desk']","23 H Road, Bhupalpura, Udaipur, Rajasthan, 313001",Udaipur,India,"24.59897, 73.70627",29.0
234,Jaisingh Garh Hotel and Resort,3.5,Good,"['Air conditioning', 'Free WiFi', 'Breakfast included', 'Pool', 'Restaurant', 'Housekeeping']","3, Haridas Ji Ki Magri, Trident Road, Udaipur, 313001",Udaipur,India,"24.57971, 73.67",43.0
237,Hotel Divya palace & Restaurent,4.7,Exceptional,"['Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Room service', 'Housekeeping']","Sukher Road, Opp Eklingnath Petrol Pump, NH-8, Udaipur, Rajasthan, 313001",Udaipur,India,"24.639207, 73.716296",61.0
238,Hotel Suraj Palace,4.3,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Room service']","2 G Block Hiran Magri, sector 14, Udaipur, RJ, 313002",Udaipur,India,"24.54196, 73.69688",35.0
239,Gorakh Shyam Resort,4.2,Wonderful,"['Air conditioning', 'Free WiFi', 'Parking included', 'Laundry', 'Room service', 'Housekeeping']","Plot no. 2-4,14-17, Samta Nagar, Nr Roshan ji ki Badi Hiran Magri SEC 14, Udaipur, Rajasthan, 313001",Udaipur,India,"24.577543, 73.728916",16.0
240,Kanhaiya Home Stay,3.7,Very Good,"['Air conditioning', 'Free WiFi', 'Parking included', 'Housekeeping', '24/7 front desk']","43 Brahampol, Udaipur, Rajasthan, 313001",Udaipur,India,"24.582663, 73.679175",44.0
241,Hotel Reivera,3.8,Very Good,"['Air conditioning', 'Free WiFi', 'Room service', 'Housekeeping', '24/7 front desk']","Champion Salon Flora Complex, Shrinath Colony near Pula Pula, Udaipur, Rajasthan, 313001",Udaipur,India,"24.609253, 73.695709",44.0
